,Datetime,Frequency,db
3563,2024-08-01 11:16:19.299083,97313725.68,-72.02
3614,2024-08-01 11:16:19.299083,97313725.68,-68.34
3665,2024-08-01 11:16:19.299083,97313725.68,-73.71
3716,2024-08-01 11:16:19.299083,97313725.68,-76.76
3767,2024-08-01 11:16:19.299083,97313725.68,-67.83
3411,2024-08-01 11:16:19.299083,97411764.9,-80.13
3462,2024-08-01 11:16:19.299083,97411764.9,-71.57
3513,2024-08-01 11:16:19.299083,97411764.9,-77.78
3564,2024-08-01 11:16:19.299083,97411764.9,-69.94
3615,2024-08-01 11:16:19.299083,97411764.9,-75.0
3666,2024-08-01 11:16:19.299083,97411764.9,-71.68
3717,2024-08-01 11:16:19.299083,97411764.9,-76.18
3768,2024-08-01 11:16:19.299083,97411764.9,-68.86
3412,2024-08-01 11:16:19.299083,97509804.12,-70.47
3463,2024-08-01 11:16:19.299083,97509804.12,-78.84
3514,2024-08-01 11:16:19.299083,97509804.12,-74.07
3565,2024-08-01 11:16:19.299083,97509804.12,-69.24
3616,2024-08-01 11:16:19.299083,97509804.12,-85.01
3667,2024-08-01 11:16:19.299083,97509804.12,-67.1
3718,2024-08-01 11:16:19.299083,97509804.12,-78.36
3769,2024-08-01 11:16:19.299083,97509804.12,-89.68
3413,2024-08-01 11:16:19.299083,97607843.34,-68.61
3464,2024-08-01 11:16:19.299083,97607843.34,-83.95
3515,2024-08-01 11:16:19.299083,97607843.34,-79.21
3566,2024-08-01 11:16:19.299083,97607843.34,-68.62
3617,2024-08-01 11:16:19.299083,97607843.34,-76.76
3668,2024-08-01 11:16:19.299083,97607843.34,-67.26
3719,2024-08-01 11:16:19.299083,97607843.34,-92.82
3770,2024-08-01 11:16:19.299083,97607843.34,-85.09
3414,2024-08-01 11:16:19.299083,97705882.56,-72.41
3465,2024-08-01 11:16:19.299083,97705882.56,-81.72
3516,2024-08-01 11:16:19.299083,97705882.56,-78.87
3567,2024-08-01 11:16:19.299083,97705882.56,-78.26
3618,2024-08-01 11:16:19.299083,97705882.56,-82.14
3669,2024-08-01 11:16:19.299083,97705882.56,-70.86
3720,2024-08-01 11:16:19.299083,97705882.56,-74.9
3771,2024-08-01 11:16:19.299083,97705882.56,-73.62
3415,2024-08-01 11:16:19.299083,97803921.78,-78.42
3466,2024-08-01 11:16:19.299083,97803921.78,-77.26
3517,2024-08-01 11:16:19.299083,97803921.78,-77.39
3568,2024-08-01 11:16:19.299083,97803921.78,-78.16
3619,2024-08-01 11:16:19.299083,97803921.78,-80.91
3670,2024-08-01 11:16:19.299083,97803921.78,-77.39
3721,2024-08-01 11:16:19.299083,97803921.78,-73.67
3772,2024-08-01 11:16:19.299083,97803921.78,-71.07
3416,2024-08-01 11:16:19.299083,97901961.0,-76.59
3467,2024-08-01 11:16:19.299083,97901961.0,-73.96
3518,2024-08-01 11:16:19.299083,97901961.0,-79.58
3569,2024-08-01 11:16:19.299083,97901961.0,-76.86
3620,2024-08-01 11:16:19.299083,97901961.0,-80.13
3671,2024-08-01 11:16:19.299083,97901961.0,-75.22
3722,2024-08-01 11:16:19.299083,97901961.0,-70.53
3773,2024-08-01 11:16:19.299083,97901961.0,-100.64
5916,2024-08-01 11:16:19.299083,98000000.0,-77.57
5967,2024-08-01 11:16:19.299083,98000000.0,-67.84
6018,2024-08-01 11:16:19.299083,98000000.0,-78.62
6069,2024-08-01 11:16:19.299083,98000000.0,-74.75
6120,2024-08-01 11:16:19.299083,98000000.0,-70.01
6171,2024-08-01 11:16:19.299083,98000000.0,-83.44
6222,2024-08-01 11:16:19.299083,98000000.0,-69.18
6273,2024-08-01 11:16:19.299083,98000000.0,-74.63
5917,2024-08-01 11:16:19.299083,98098039.22,-77.68
5968,2024-08-01 11:16:19.299083,98098039.22,-72.64
6019,2024-08-01 11:16:19.299083,98098039.22,-91.77
6070,2024-08-01 11:16:19.299083,98098039.22,-90.13
6121,2024-08-01 11:16:19.299083,98098039.22,-76.81
6172,2024-08-01 11:16:19.299083,98098039.22,-73.03
6223,2024-08-01 11:16:19.299083,98098039.22,-75.8
6274,2024-08-01 11:16:19.299083,98098039.22,-81.51
5918,2024-08-01 11:16:19.299083,98196078.44,-81.01
5969,2024-08-01 11:16:19.299083,98196078.44,-82.0
6020,2024-08-01 11:16:19.299083,98196078.44,-81.11
6071,2024-08-01 11:16:19.299083,98196078.44,-86.53
6122,2024-08-01 11:16:19.299083,98196078.44,-78.29
6173,2024-08-01 11:16:19.299083,98196078.44,-68.23
6224,2024-08-01 11:16:19.299083,98196078.44,-79.25
6275,2024-08-01 11:16:19.299083,98196078.44,-74.48
5919,2024-08-01 11:16:19.299083,98294117.66,-84.3
5970,2024-08-01 11:16:19.299083,98294117.66,-87.25
6021,2024-08-01 11:16:19.299083,98294117.66,-75.41
6072,2024-08-01 11:16:19.299083,98294117.66,-90.37
6123,2024-08-01 11:16:19.299083,98294117.66,-73.91
6174,2024-08-01 11:16:19.299083,98294117.66,-70.45
6225,2024-08-01 11:16:19.299083,98294117.66,-81.91
6276,2024-08-01 11:16:19.299083,98294117.66,-80.22
5920,2024-08-01 11:16:19.299083,98392156.88,-85.47
5971,2024-08-01 11:16:19.299083,98392156.88,-73.19
6022,2024-08-01 11:16:19.299083,98392156.88,-72.45
6073,2024-08-01 11:16:19.299083,98392156.88,-82.73
6124,2024-08-01 11:16:19.299083,98392156.88,-74.37
6175,2024-08-01 11:16:19.299083,98392156.88,-80.75
6226,2024-08-01 11:16:19.299083,98392156.88,-83.24
6277,2024-08-01 11:16:19.299083,98392156.88,-76.03
5921,2024-08-01 11:16:19.299083,98490196.1,-78.04
5972,2024-08-01 11:16:19.299083,98490196.1,-68.65
6023,2024-08-01 11:16:19.299083,98490196.1,-73.9
6074,2024-08-01 11:16:19.299083,98490196.1,-73.6
6125,2024-08-01 11:16:19.299083,98490196.1,-78.51
6176,2024-08-01 11:16:19.299083,98490196.1,-79.48
6227,2024-08-01 11:16:19.299083,98490196.1,-76.38
6278,2024-08-01 11:16:19.299083,98490196.1,-72.04
5922,2024-08-01 11:16:19.299083,98588235.32,-68.79
5973,2024-08-01 11:16:19.299083,98588235.32,-72.68
6024,2024-08-01 11:16:19.299083,98588235.32,-69.28
6075,2024-08-01 11:16:19.299083,98588235.32,-68.69
6126,2024-08-01 11:16:19.299083,98588235.32,-71.47
6177,2024-08-01 11:16:19.299083,98588235.32,-79.37
6228,2024-08-01 11:16:19.299083,98588235.32,-74.37
6279,2024-08-01 11:16:19.299083,98588235.32,-75.58
5923,2024-08-01 11:16:19.299083,98686274.54,-70.14
5974,2024-08-01 11:16:19.299083,98686274.54,-78.47
6025,2024-08-01 11:16:19.299083,98686274.54,-74.97
6076,2024-08-01 11:16:19.299083,98686274.54,-68.19
6127,2024-08-01 11:16:19.299083,98686274.54,-72.75
6178,2024-08-01 11:16:19.299083,98686274.54,-76.29
6229,2024-08-01 11:16:19.299083,98686274.54,-85.22
6280,2024-08-01 11:16:19.299083,98686274.54,-77.06
5924,2024-08-01 11:16:19.299083,98784313.76,-74.68
5975,2024-08-01 11:16:19.299083,98784313.76,-73.24
6026,2024-08-01 11:16:19.299083,98784313.76,-76.77
6077,2024-08-01 11:16:19.299083,98784313.76,-70.69
6128,2024-08-01 11:16:19.299083,98784313.76,-72.35
6179,2024-08-01 11:16:19.299083,98784313.76,-74.14
6230,2024-08-01 11:16:19.299083,98784313.76,-80.47
6281,2024-08-01 11:16:19.299083,98784313.76,-74.39
5925,2024-08-01 11:16:19.299083,98882352.98,-81.46
5976,2024-08-01 11:16:19.299083,98882352.98,-75.42
6027,2024-08-01 11:16:19.299083,98882352.98,-77.28
6078,2024-08-01 11:16:19.299083,98882352.98,-71.05
6129,2024-08-01 11:16:19.299083,98882352.98,-76.44
6180,2024-08-01 11:16:19.299083,98882352.98,-77.92
6231,2024-08-01 11:16:19.299083,98882352.98,-79.29
6282,2024-08-01 11:16:19.299083,98882352.98,-78.84
5926,2024-08-01 11:16:19.299083,98980392.2,-86.56
5977,2024-08-01 11:16:19.299083,98980392.2,-81.13
6028,2024-08-01 11:16:19.299083,98980392.2,-74.27
6079,2024-08-01 11:16:19.299083,98980392.2,-68.73
6130,2024-08-01 11:16:19.299083,98980392.2,-77.5
6181,2024-08-01 11:16:19.299083,98980392.2,-81.02
6232,2024-08-01 11:16:19.299083,98980392.2,-72.97
6283,2024-08-01 11:16:19.299083,98980392.2,-73.85
5927,2024-08-01 11:16:19.299083,99078431.42,-82.67
5978,2024-08-01 11:16:19.299083,99078431.42,-69.91
6029,2024-08-01 11:16:19.299083,99078431.42,-79.56
6080,2024-08-01 11:16:19.299083,99078431.42,-70.5
6131,2024-08-01 11:16:19.299083,99078431.42,-83.27
6182,2024-08-01 11:16:19.299083,99078431.42,-76.75
6233,2024-08-01 11:16:19.299083,99078431.42,-74.66
6284,2024-08-01 11:16:19.299083,99078431.42,-68.61
5928,2024-08-01 11:16:19.299083,99176470.64,-91.23
5979,2024-08-01 11:16:19.299083,99176470.64,-72.84
6030,2024-08-01 11:16:19.299083,99176470.64,-70.89
6081,2024-08-01 11:16:19.299083,99176470.64,-72.4
6132,2024-08-01 11:16:19.299083,99176470.64,-76.73
6183,2024-08-01 11:16:19.299083,99176470.64,-73.63
6234,2024-08-01 11:16:19.299083,99176470.64,-77.91
6285,2024-08-01 11:16:19.299083,99176470.64,-72.05
5929,2024-08-01 11:16:19.299083,99274509.86,-86.49
5980,2024-08-01 11:16:19.299083,99274509.86,-75.21
6031,2024-08-01 11:16:19.299083,99274509.86,-77.9
6082,2024-08-01 11:16:19.299083,99274509.86,-75.52
6133,2024-08-01 11:16:19.299083,99274509.86,-83.51
6184,2024-08-01 11:16:19.299083,99274509.86,-73.51
6235,2024-08-01 11:16:19.299083,99274509.86,-77.95
6286,2024-08-01 11:16:19.299083,99274509.86,-81.84
5930,2024-08-01 11:16:19.299083,99372549.08,-84.54
5981,2024-08-01 11:16:19.299083,99372549.08,-79.11
6032,2024-08-01 11:16:19.299083,99372549.08,-77.76
6083,2024-08-01 11:16:19.299083,99372549.08,-69.02
6134,2024-08-01 11:16:19.299083,99372549.08,-75.3
6185,2024-08-01 11:16:19.299083,99372549.08,-70.49
6236,2024-08-01 11:16:19.299083,99372549.08,-85.71
6287,2024-08-01 11:16:19.299083,99372549.08,-70.98
5931,2024-08-01 11:16:19.299083,99470588.3,-91.33
5982,2024-08-01 11:16:19.299083,99470588.3,-83.33
6033,2024-08-01 11:16:19.299083,99470588.3,-77.55
6084,2024-08-01 11:16:19.299083,99470588.3,-67.21
6135,2024-08-01 11:16:19.299083,99470588.3,-76.63
6186,2024-08-01 11:16:19.299083,99470588.3,-70.94
6237,2024-08-01 11:16:19.299083,99470588.3,-79.25
6288,2024-08-01 11:16:19.299083,99470588.3,-71.91
5932,2024-08-01 11:16:19.299083,99568627.52,-78.22
5983,2024-08-01 11:16:19.299083,99568627.52,-79.53
6034,2024-08-01 11:16:19.299083,99568627.52,-74.1
6085,2024-08-01 11:16:19.299083,99568627.52,-82.92
6136,2024-08-01 11:16:19.299083,99568627.52,-77.8
6187,2024-08-01 11:16:19.299083,99568627.52,-74.41
6238,2024-08-01 11:16:19.299083,99568627.52,-83.24
6289,2024-08-01 11:16:19.299083,99568627.52,-74.0
5933,2024-08-01 11:16:19.299083,99666666.74,-74.42
5984,2024-08-01 11:16:19.299083,99666666.74,-77.01
6035,2024-08-01 11:16:19.299083,99666666.74,-83.92
6086,2024-08-01 11:16:19.299083,99666666.74,-71.98
6137,2024-08-01 11:16:19.299083,99666666.74,-68.37
6188,2024-08-01 11:16:19.299083,99666666.74,-73.68
6239,2024-08-01 11:16:19.299083,99666666.74,-74.57
6290,2024-08-01 11:16:19.299083,99666666.74,-71.09
5934,2024-08-01 11:16:19.299083,99764705.96,-73.66
5985,2024-08-01 11:16:19.299083,99764705.96,-75.46
6036,2024-08-01 11:16:19.299083,99764705.96,-70.71
6087,2024-08-01 11:16:19.299083,99764705.96,-72.65
6138,2024-08-01 11:16:19.299083,99764705.96,-67.0
6189,2024-08-01 11:16:19.299083,99764705.96,-77.67
6240,2024-08-01 11:16:19.299083,99764705.96,-74.95
6291,2024-08-01 11:16:19.299083,99764705.96,-72.82
5935,2024-08-01 11:16:19.299083,99862745.18,-82.3
5986,2024-08-01 11:16:19.299083,99862745.18,-74.43
6037,2024-08-01 11:16:19.299083,99862745.18,-74.49
6088,2024-08-01 11:16:19.299083,99862745.18,-92.45
6139,2024-08-01 11:16:19.299083,99862745.18,-74.23
6190,2024-08-01 11:16:19.299083,99862745.18,-70.96
6241,2024-08-01 11:16:19.299083,99862745.18,-89.51
6292,2024-08-01 11:16:19.299083,99862745.18,-70.1
5936,2024-08-01 11:16:19.299083,99960784.4,-78.69
5987,2024-08-01 11:16:19.299083,99960784.4,-71.74
6038,2024-08-01 11:16:19.299083,99960784.4,-75.78
6089,2024-08-01 11:16:19.299083,99960784.4,-77.25
6140,2024-08-01 11:16:19.299083,99960784.4,-79.54
6191,2024-08-01 11:16:19.299083,99960784.4,-72.37
6242,2024-08-01 11:16:19.299083,99960784.4,-73.12
6293,2024-08-01 11:16:19.299083,99960784.4,-73.99
5937,2024-08-01 11:16:19.299083,100058823.62,-76.33
5988,2024-08-01 11:16:19.299083,100058823.62,-73.19
6039,2024-08-01 11:16:19.299083,100058823.62,-73.98
6090,2024-08-01 11:16:19.299083,100058823.62,-85.87
6141,2024-08-01 11:16:19.299083,100058823.62,-81.05
6192,2024-08-01 11:16:19.299083,100058823.62,-70.95
6243,2024-08-01 11:16:19.299083,100058823.62,-72.33
6294,2024-08-01 11:16:19.299083,100058823.62,-75.56
5938,2024-08-01 11:16:19.299083,100156862.84,-77.93
5989,2024-08-01 11:16:19.299083,100156862.84,-74.33
6040,2024-08-01 11:16:19.299083,100156862.84,-68.49
6091,2024-08-01 11:16:19.299083,100156862.84,-81.92
6142,2024-08-01 11:16:19.299083,100156862.84,-83.18
6193,2024-08-01 11:16:19.299083,100156862.84,-67.84
6244,2024-08-01 11:16:19.299083,100156862.84,-70.06
6295,2024-08-01 11:16:19.299083,100156862.84,-74.78
5939,2024-08-01 11:16:19.299083,100254902.06,-73.75
5990,2024-08-01 11:16:19.299083,100254902.06,-72.94
6041,2024-08-01 11:16:19.299083,100254902.06,-74.5
6092,2024-08-01 11:16:19.299083,100254902.06,-81.37
6143,2024-08-01 11:16:19.299083,100254902.06,-74.67
6194,2024-08-01 11:16:19.299083,100254902.06,-68.76
6245,2024-08-01 11:16:19.299083,100254902.06,-72.59
6296,2024-08-01 11:16:19.299083,100254902.06,-70.09
5940,2024-08-01 11:16:19.299083,100352941.28,-87.92
5991,2024-08-01 11:16:19.299083,100352941.28,-73.58
6042,2024-08-01 11:16:19.299083,100352941.28,-76.54
6093,2024-08-01 11:16:19.299083,100352941.28,-82.23
6144,2024-08-01 11:16:19.299083,100352941.28,-70.81
6195,2024-08-01 11:16:19.299083,100352941.28,-76.83
6246,2024-08-01 11:16:19.299083,100352941.28,-84.33
6297,2024-08-01 11:16:19.299083,100352941.28,-72.5
5941,2024-08-01 11:16:19.299083,100450980.5,-75.12
5992,2024-08-01 11:16:19.299083,100450980.5,-76.3
6043,2024-08-01 11:16:19.299083,100450980.5,-72.39
6094,2024-08-01 11:16:19.299083,100450980.5,-80.63
6145,2024-08-01 11:16:19.299083,100450980.5,-76.19
6196,2024-08-01 11:16:19.299083,100450980.5,-79.98
6247,2024-08-01 11:16:19.299083,100450980.5,-73.91
6298,2024-08-01 11:16:19.299083,100450980.5,-77.59
5942,2024-08-01 11:16:19.299083,100549019.72,-77.86
5993,2024-08-01 11:16:19.299083,100549019.72,-77.61
6044,2024-08-01 11:16:19.299083,100549019.72,-70.41
6095,2024-08-01 11:16:19.299083,100549019.72,-79.95
6146,2024-08-01 11:16:19.299083,100549019.72,-69.98
6197,2024-08-01 11:16:19.299083,100549019.72,-89.11
6248,2024-08-01 11:16:19.299083,100549019.72,-69.65
6299,2024-08-01 11:16:19.299083,100549019.72,-72.32
5943,2024-08-01 11:16:19.299083,100647058.94,-60.29
5994,2024-08-01 11:16:19.299083,100647058.94,-61.83
6045,2024-08-01 11:16:19.299083,100647058.94,-60.19
6096,2024-08-01 11:16:19.299083,100647058.94,-69.08
6147,2024-08-01 11:16:19.299083,100647058.94,-56.21
6198,2024-08-01 11:16:19.299083,100647058.94,-58.43
6249,2024-08-01 11:16:19.299083,100647058.94,-65.47
6300,2024-08-01 11:16:19.299083,100647058.94,-70.8
5944,2024-08-01 11:16:19.299083,100745098.16,-55.05
5995,2024-08-01 11:16:19.299083,100745098.16,-55.19
6046,2024-08-01 11:16:19.299083,100745098.16,-54.18
6097,2024-08-01 11:16:19.299083,100745098.16,-55.94
6148,2024-08-01 11:16:19.299083,100745098.16,-55.22
6199,2024-08-01 11:16:19.299083,100745098.16,-53.84
6250,2024-08-01 11:16:19.299083,100745098.16,-55.62
6301,2024-08-01 11:16:19.299083,100745098.16,-57.26
5945,2024-08-01 11:16:19.299083,100843137.38,-60.95
5996,2024-08-01 11:16:19.299083,100843137.38,-60.96
6047,2024-08-01 11:16:19.299083,100843137.38,-57.32
6098,2024-08-01 11:16:19.299083,100843137.38,-56.84
6149,2024-08-01 11:16:19.299083,100843137.38,-64.36
6200,2024-08-01 11:16:19.299083,100843137.38,-60.01
6251,2024-08-01 11:16:19.299083,100843137.38,-59.12
6302,2024-08-01 11:16:19.299083,100843137.38,-57.82
5946,2024-08-01 11:16:19.299083,100941176.6,-73.66
5997,2024-08-01 11:16:19.299083,100941176.6,-75.39
6048,2024-08-01 11:16:19.299083,100941176.6,-70.4
6099,2024-08-01 11:16:19.299083,100941176.6,-72.76
6150,2024-08-01 11:16:19.299083,100941176.6,-69.19
6201,2024-08-01 11:16:19.299083,100941176.6,-73.4
6252,2024-08-01 11:16:19.299083,100941176.6,-77.79
6303,2024-08-01 11:16:19.299083,100941176.6,-70.29
5947,2024-08-01 11:16:19.299083,101039215.82,-79.4
5998,2024-08-01 11:16:19.299083,101039215.82,-70.72
6049,2024-08-01 11:16:19.299083,101039215.82,-70.98
6100,2024-08-01 11:16:19.299083,101039215.82,-77.86
6151,2024-08-01 11:16:19.299083,101039215.82,-72.6
6202,2024-08-01 11:16:19.299083,101039215.82,-71.91
6253,2024-08-01 11:16:19.299083,101039215.82,-76.62
6304,2024-08-01 11:16:19.299083,101039215.82,-70.86
5948,2024-08-01 11:16:19.299083,101137255.04,-62.81
5999,2024-08-01 11:16:19.299083,101137255.04,-64.64
6050,2024-08-01 11:16:19.299083,101137255.04,-64.74
6101,2024-08-01 11:16:19.299083,101137255.04,-72.15
6152,2024-08-01 11:16:19.299083,101137255.04,-67.09
6203,2024-08-01 11:16:19.299083,101137255.04,-76.88
6254,2024-08-01 11:16:19.299083,101137255.04,-66.29
6305,2024-08-01 11:16:19.299083,101137255.04,-75.52
5949,2024-08-01 11:16:19.299083,101235294.26,-58.23
6000,2024-08-01 11:16:19.299083,101235294.26,-59.82
6051,2024-08-01 11:16:19.299083,101235294.26,-58.25
6102,2024-08-01 11:16:19.299083,101235294.26,-58.33
6153,2024-08-01 11:16:19.299083,101235294.26,-59.17
6204,2024-08-01 11:16:19.299083,101235294.26,-61.69
6255,2024-08-01 11:16:19.299083,101235294.26,-57.61
6306,2024-08-01 11:16:19.299083,101235294.26,-59.03
5950,2024-08-01 11:16:19.299083,101333333.48,-65.34
6001,2024-08-01 11:16:19.299083,101333333.48,-65.69
6052,2024-08-01 11:16:19.299083,101333333.48,-62.78
6103,2024-08-01 11:16:19.299083,101333333.48,-60.26
6154,2024-08-01 11:16:19.299083,101333333.48,-63.3
6205,2024-08-01 11:16:19.299083,101333333.48,-59.13
6256,2024-08-01 11:16:19.299083,101333333.48,-60.77
6307,2024-08-01 11:16:19.299083,101333333.48,-60.53
5951,2024-08-01 11:16:19.299083,101431372.7,-76.03
6002,2024-08-01 11:16:19.299083,101431372.7,-75.57
6053,2024-08-01 11:16:19.299083,101431372.7,-76.87
6104,2024-08-01 11:16:19.299083,101431372.7,-75.88
6155,2024-08-01 11:16:19.299083,101431372.7,-77.39
6206,2024-08-01 11:16:19.299083,101431372.7,-68.16
6257,2024-08-01 11:16:19.299083,101431372.7,-72.42
6308,2024-08-01 11:16:19.299083,101431372.7,-82.34
5952,2024-08-01 11:16:19.299083,101529411.92,-72.55
6003,2024-08-01 11:16:19.299083,101529411.92,-74.88
6054,2024-08-01 11:16:19.299083,101529411.92,-77.06
6105,2024-08-01 11:16:19.299083,101529411.92,-78.26
6156,2024-08-01 11:16:19.299083,101529411.92,-72.16
6207,2024-08-01 11:16:19.299083,101529411.92,-74.27
6258,2024-08-01 11:16:19.299083,101529411.92,-71.07
6309,2024-08-01 11:16:19.299083,101529411.92,-67.73
5953,2024-08-01 11:16:19.299083,101627451.14,-69.39
6004,2024-08-01 11:16:19.299083,101627451.14,-65.63
6055,2024-08-01 11:16:19.299083,101627451.14,-74.03
6106,2024-08-01 11:16:19.299083,101627451.14,-70.36
6157,2024-08-01 11:16:19.299083,101627451.14,-64.21
6208,2024-08-01 11:16:19.299083,101627451.14,-66.19
6259,2024-08-01 11:16:19.299083,101627451.14,-69.22
6310,2024-08-01 11:16:19.299083,101627451.14,-67.3
5954,2024-08-01 11:16:19.299083,101725490.36,-75.91
6005,2024-08-01 11:16:19.299083,101725490.36,-66.29
6056,2024-08-01 11:16:19.299083,101725490.36,-76.51
6107,2024-08-01 11:16:19.299083,101725490.36,-70.07
6158,2024-08-01 11:16:19.299083,101725490.36,-68.84
6209,2024-08-01 11:16:19.299083,101725490.36,-70.35
6260,2024-08-01 11:16:19.299083,101725490.36,-68.43
6311,2024-08-01 11:16:19.299083,101725490.36,-70.7
5955,2024-08-01 11:16:19.299083,101823529.58,-81.84
6006,2024-08-01 11:16:19.299083,101823529.58,-74.71
6057,2024-08-01 11:16:19.299083,101823529.58,-74.85
6108,2024-08-01 11:16:19.299083,101823529.58,-78.91
6159,2024-08-01 11:16:19.299083,101823529.58,-75.86
6210,2024-08-01 11:16:19.299083,101823529.58,-81.99
6261,2024-08-01 11:16:19.299083,101823529.58,-67.75
6312,2024-08-01 11:16:19.299083,101823529.58,-71.71
5956,2024-08-01 11:16:19.299083,101921568.8,-70.09
6007,2024-08-01 11:16:19.299083,101921568.8,-71.27
6058,2024-08-01 11:16:19.299083,101921568.8,-74.95
6109,2024-08-01 11:16:19.299083,101921568.8,-80.19
6160,2024-08-01 11:16:19.299083,101921568.8,-83.87
6211,2024-08-01 11:16:19.299083,101921568.8,-69.12
6262,2024-08-01 11:16:19.299083,101921568.8,-76.6
6313,2024-08-01 11:16:19.299083,101921568.8,-69.23
5957,2024-08-01 11:16:19.299083,102019608.02,-62.09
6008,2024-08-01 11:16:19.299083,102019608.02,-63.73
6059,2024-08-01 11:16:19.299083,102019608.02,-62.14
6110,2024-08-01 11:16:19.299083,102019608.02,-64.82
6161,2024-08-01 11:16:19.299083,102019608.02,-63.11
6212,2024-08-01 11:16:19.299083,102019608.02,-60.06
6263,2024-08-01 11:16:19.299083,102019608.02,-65.87
6314,2024-08-01 11:16:19.299083,102019608.02,-62.06
5958,2024-08-01 11:16:19.299083,102117647.24,-63.63
6009,2024-08-01 11:16:19.299083,102117647.24,-70.44
6060,2024-08-01 11:16:19.299083,102117647.24,-59.57
6111,2024-08-01 11:16:19.299083,102117647.24,-68.51
6162,2024-08-01 11:16:19.299083,102117647.24,-63.04
6213,2024-08-01 11:16:19.299083,102117647.24,-63.76
6264,2024-08-01 11:16:19.299083,102117647.24,-63.86
6315,2024-08-01 11:16:19.299083,102117647.24,-67.12
5959,2024-08-01 11:16:19.299083,102215686.46,-77.76
6010,2024-08-01 11:16:19.299083,102215686.46,-80.13
6061,2024-08-01 11:16:19.299083,102215686.46,-62.94
6112,2024-08-01 11:16:19.299083,102215686.46,-77.98
6163,2024-08-01 11:16:19.299083,102215686.46,-70.63
6214,2024-08-01 11:16:19.299083,102215686.46,-78.2
6265,2024-08-01 11:16:19.299083,102215686.46,-75.31
6316,2024-08-01 11:16:19.299083,102215686.46,-89.25
5960,2024-08-01 11:16:19.299083,102313725.68,-75.66
6011,2024-08-01 11:16:19.299083,102313725.68,-72.85
6062,2024-08-01 11:16:19.299083,102313725.68,-67.92
6113,2024-08-01 11:16:19.299083,102313725.68,-79.3
6164,2024-08-01 11:16:19.299083,102313725.68,-73.98
6215,2024-08-01 11:16:19.299083,102313725.68,-68.22
6266,2024-08-01 11:16:19.299083,102313725.68,-77.81
6317,2024-08-01 11:16:19.299083,102313725.68,-82.92
5961,2024-08-01 11:16:19.299083,102411764.9,-74.04
6012,2024-08-01 11:16:19.299083,102411764.9,-77.73
6063,2024-08-01 11:16:19.299083,102411764.9,-76.71
6114,2024-08-01 11:16:19.299083,102411764.9,-84.41
6165,2024-08-01 11:16:19.299083,102411764.9,-75.71
6216,2024-08-01 11:16:19.299083,102411764.9,-66.79
6267,2024-08-01 11:16:19.299083,102411764.9,-77.57
6318,2024-08-01 11:16:19.299083,102411764.9,-76.93
5962,2024-08-01 11:16:19.299083,102509804.12,-81.0
6013,2024-08-01 11:16:19.299083,102509804.12,-76.14
6064,2024-08-01 11:16:19.299083,102509804.12,-77.0
6115,2024-08-01 11:16:19.299083,102509804.12,-81.38
6166,2024-08-01 11:16:19.299083,102509804.12,-72.67
6217,2024-08-01 11:16:19.299083,102509804.12,-69.13
6268,2024-08-01 11:16:19.299083,102509804.12,-79.77
6319,2024-08-01 11:16:19.299083,102509804.12,-74.95
5963,2024-08-01 11:16:19.299083,102607843.34,-76.51
6014,2024-08-01 11:16:19.299083,102607843.34,-72.94
6065,2024-08-01 11:16:19.299083,102607843.34,-76.94
6116,2024-08-01 11:16:19.299083,102607843.34,-76.87
6167,2024-08-01 11:16:19.299083,102607843.34,-72.08
6218,2024-08-01 11:16:19.299083,102607843.34,-71.42
6269,2024-08-01 11:16:19.299083,102607843.34,-78.9
6320,2024-08-01 11:16:19.299083,102607843.34,-70.48
5964,2024-08-01 11:16:19.299083,102705882.56,-84.57
6015,2024-08-01 11:16:19.299083,102705882.56,-74.35
6066,2024-08-01 11:16:19.299083,102705882.56,-79.03
6117,2024-08-01 11:16:19.299083,102705882.56,-73.58
6168,2024-08-01 11:16:19.299083,102705882.56,-67.68
6219,2024-08-01 11:16:19.299083,102705882.56,-69.87
6270,2024-08-01 11:16:19.299083,102705882.56,-75.88
6321,2024-08-01 11:16:19.299083,102705882.56,-70.99
5965,2024-08-01 11:16:19.299083,102803921.78,-74.66
6016,2024-08-01 11:16:19.299083,102803921.78,-75.97
6067,2024-08-01 11:16:19.299083,102803921.78,-77.92
6118,2024-08-01 11:16:19.299083,102803921.78,-90.16
6169,2024-08-01 11:16:19.299083,102803921.78,-70.96
6220,2024-08-01 11:16:19.299083,102803921.78,-73.9
6271,2024-08-01 11:16:19.299083,102803921.78,-81.82
6322,2024-08-01 11:16:19.299083,102803921.78,-73.58
5966,2024-08-01 11:16:19.299083,102901961.0,-83.28
6017,2024-08-01 11:16:19.299083,102901961.0,-81.09
6068,2024-08-01 11:16:19.299083,102901961.0,-88.39
6119,2024-08-01 11:16:19.299083,102901961.0,-88.93
6170,2024-08-01 11:16:19.299083,102901961.0,-78.34
6221,2024-08-01 11:16:19.299083,102901961.0,-85.74
6272,2024-08-01 11:16:19.299083,102901961.0,-74.2
6323,2024-08-01 11:16:19.299083,102901961.0,-77.75
8466,2024-08-01 11:16:19.299083,103000000.0,-80.08
8517,2024-08-01 11:16:19.299083,103000000.0,-77.27
8568,2024-08-01 11:16:19.299083,103000000.0,-72.99
8619,2024-08-01 11:16:19.299083,103000000.0,-72.36
8670,2024-08-01 11:16:19.299083,103000000.0,-89.2
